CRESTCOMM,19970108,12.25,12.65,12.25,12.65,1400
CROMPGREAV,19970108,122,122,116,116,5350
CTCOTTON,19970108,9.4,10.45,9.4,10.1,8800
CYNAMID,19970108,385,385,385,385,100
DAICHIKARK,19970108,27,27,27,27,100
DAMANIAAIR,19970108,9,11,8,8.15,15400
DARTLTD,19970108,7.05,7.05,7.05,7.05,3000
DATARSWICH,19970108,77.25,77.25,77,77,700
DAURALAORG,19970108,7.3,7.9,7.3,7.6,6200
DCLPOLY,19970108,11.25,11.25,10.9,11,13900
DCMDAEWOO,19970108,18.5,19,17.75,17.95,40700
DCMSRMCONS,19970108,75,75.45,72.05,72.05,2450
DECCANCEM,19970108,28.1,31.35,28.1,30,1450
DEEPAKSPIN,19970108,17.65,18.75,17.65,18.5,3700
DEEPHARMA,19970108,23.05,23.5,23.05,23.1,1900
DENMURFAX,19970108,4,4.1,3.05,4,2900
DEWANHOUS,19970108,15.1,15.55,14.75,15,1150
DEWANRUB,19970108,33,33,31.75,31.75,600
DEWANSTEEL,19970108,8.65,8.65,8.65,8.65,2500
DEWANTYRE,19970108,15.2,15.75,15,15.3,4900
DHARAMORAR,19970108,23.25,23.25,23.05,23.05,200
DIGITALEQP,19970108,85.5,87.85,85.5,86.4,11100
DLFCEMENT,19970108,10.2,10.2,9.75,9.9,27500
DOONVALLEY,19970108,13.75,13.75,13.75,13.75,100
DRBECK,19970108,94,95.45,92.75,93.5,400
DUNCANSIND,19970108,53.9,53.9,45.55,45.55,500
DUNLOP,19970108,37.5,38,36.6,37,3400
EASTMINING,19970108,7.25,8.1,7.15,7.5,17400
EASTSUGIND,19970108,6,6,6,6,900
EICHERLTD,19970108,82,82.5,81.5,82.2,3700
ELBEE,19970108,50.5,50.5,49.05,50.1,900
ELECTRA,19970108,5.95,5.95,5.95,5.95,200
ELECTRX,19970108,79.3,79.5,77.05,77.05,1600
EMCOTRANS,19970108,146.45,146.45,146,146,200
EMERCK,19970108,160,161,160,161,550
EMPEESUGAR,19970108,5.05,5.3,5,5,6800
ENARAIFIN,19970108,14,14,14,14,100
ENKTEXFOOD,19970108,22.25,22.45,21,21,13500
ESCORTSFIN,19970108,31,31.25,29.5,30.25,5500
ESSARGUJ,19970108,21.95,22.5,21.25,21.45,58900
ESSAROIL,19970108,15,15.55,14.75,15.3,10400
ESSARSHIP,19970108,20.45,20.5,19.8,20.45,18000
ESSELPACK,19970108,100,101,98.5,99.75,6350
ESTERIND,19970108,14.6,14.6,14,14.05,9700
ETERNEVRST,19970108,115,116,115,115.95,650
EUPHARMLAB,19970108,43.05,44.1,43.05,44.1,200
EUROTEXIND,19970108,18.5,19,18,19,4200
EXCELIND,19970108,220,223.75,220,223.75,2850
FABWORTH,19970108,17.8,17.8,17.5,17.65,4000
FAGPRECISN,19970108,90.95,92,88.5,88.5,50500
FALCONTYRE,19970108,22,24.2,21.5,21.5,3600
FAZETHREE,19970108,46.5,47,45,45,900
FEMNORMIN,19970108,55.8,55.8,55.8,55.8,300
FERROALLOY,19970108,14,15.25,14,15,6400
FGPIND,19970108,59,59,55,55.7,5450
FICOMORGAN,19970108,30,30,29.8,30,400
FIRSTLEASE,19970108,22.8,23.75,22.6,23.75,3500
FLEX,19970108,91.9,92,85,85.85,21300
FLEXCHEM,19970108,34.25,35.5,34,34.75,3800
FLEXENGG,19970108,48,48.45,45.35,45.9,14100
FLOATGLASS,19970108,20.9,22,20.9,21.35,8000
FORBESGOK,19970108,146.05,147,145,147,700
FORTISFIN,19970108,32.55,34.25,32.55,33,1100
FUJITSICIM,19970108,17.5,17.5,16.05,16.1,800
FULFORD,19970108,136,139.5,135,135.9,3850
GANAPATEXP,19970108,144,157.5,144,157.5,2050
